time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,
0.311,-0.001009835,0.002086592,-0.01098371,0.01721103,-0.01750318,0.0009200667,0.08735925,0.1274889,-0.1789939,354.5809,1.937534,0.1685955,-0.01164925,0.01866865,0.01104466,-0.05414637,0.02815672,-0.06045061,0.05246925,-0.4947362,-0.04488704,352.5016,34.65903,9.762238,-0.02330019,0.01132948,-0.01031793,0.05181155,0.08843763,-0.006572837,0.1640147,-0.4973384,-0.07127558,6.277332,322.4554,1.422916,
12.514,-0.001932085,0.001585978,-0.0106651,0.01587241,-0.01214354,-0.005442865,0.08730203,0.1274988,-0.1791337,354.5681,1.935611,0.185395,-0.01161203,0.01796852,0.01139349,-0.05598372,0.02972408,-0.05638425,0.0523586,-0.4945798,-0.04476823,352.4802,34.62086,9.810292,-0.01464723,0.01237673,-0.00176308,-0.0630492,-0.004388349,0.003030554,0.1639447,-0.4972282,-0.07130978,6.296391,322.5127,1.28524,
26.116,-0.00278189,0.001591434,-0.01053494,0.01249783,-0.006431249,-0.009615586,0.08724421,0.127527,-0.1792786,354.5544,1.936021,0.196314,-0.00999861,0.01529904,0.01015304,-0.02991035,0.02826912,-0.04171551,0.05229371,-0.4944959,-0.04470037,352.4669,34.60668,9.80856,-0.005362554,0.0160422,0.008572365,-0.1679321,-0.1021225,0.03546716,0.1639593,-0.4966825,-0.07088595,6.298913,322.6561,0.9327187,
40.08,-0.003496454,0.00180283,-0.01026559,0.01033792,-0.001207776,-0.01050682,0.0871827,0.1275615,-0.1794133,354.5497,1.928078,0.2049528,-0.007261375,0.01194519,0.008017996,0.009097164,0.02141003,-0.02004973,0.05226809,-0.4943735,-0.04462596,352.4589,34.61026,9.781705,0.01033736,0.01913901,0.0222912,-0.3253454,-0.2272702,0.08172473,0.1643389,-0.4962652,-0.07024293,6.278868,322.9755,0.2671366,
53.865,-0.004185149,0.001968001,-0.009712351,0.01331932,0.00015119,-0.0152386,0.08711091,0.1275957,-0.1795363,354.5305,1.917719,0.2218065,-0.006792794,0.01107603,0.003970583,0.04556128,0.01889436,-0.04261108,0.05213577,-0.4942416,-0.04459736,352.4021,34.6077,9.740201,0.01883003,0.01382593,0.031261,-0.4164755,-0.2523687,0.057289,0.1646689,-0.496555,-0.06967813,6.394334,323.1316,359.7609,
67.657,-0.004844669,0.002322204,-0.009256663,0.01749476,0.003112006,-0.01708969,0.08703107,0.1276407,-0.1796596,354.5058,1.910149,0.2378426,-0.004665724,0.007315627,0.002834558,0.0426518,-0.004553304,-0.007626189,0.05210788,-0.4941608,-0.04452534,352.4019,34.62864,9.716125,0.0192573,0.008858833,0.03426649,-0.2470113,-0.2499532,-0.04334747,0.1644002,-0.4960218,-0.06938776,6.577692,323.3934,359.8854,
81.608,-0.005353695,0.002447543,-0.008887663,0.02058494,0.009212282,-0.01948558,0.08694866,0.1276811,-0.1797798,354.4849,1.884547,0.2599768,-0.004933081,0.004097433,0.003185661,0.02871528,0.003632225,0.01172373,0.051972,-0.4941241,-0.04454377,352.3971,34.63264,9.698684,0.02432851,0.01850953,0.01873786,-0.07797351,-0.1836035,0.1159134,0.1649711,-0.4958364,-0.07007816,6.177716,323.426,-0.002633389,
92.932,-0.005334722,0.001932239,-0.008560897,0.02247844,0.01370104,-0.0247691,0.0868786,0.1276836,-0.179879,354.4698,1.86399,0.2792114,-0.005797045,0.002284809,0.003218791,0.01714204,0.01006958,0.01610369,0.05188436,-0.4940959,-0.04452442,352.3931,34.62939,9.687316,0.01504592,0.02356287,-0.0009088016,-0.0470753,0.01930346,0.208512,0.1648981,-0.4957448,-0.0701656,5.885587,323.0434,359.9786,
107.335,-0.005490279,0.002021029,-0.008286485,0.01719463,0.01595728,-0.02387428,0.08680165,0.1277054,-0.1799743,354.4642,1.846148,0.2977154,-0.005997874,0.0003080278,0.002238652,0.001101685,0.00296203,0.02508233,0.05179174,-0.4940787,-0.04451662,352.3963,34.62679,9.685263,0.00902988,0.01379602,-0.001853863,0.02652144,0.08378897,0.1049557,0.1652911,-0.4958859,-0.07013471,6.006484,322.9442,0.140273,
121.239,-0.005284889,0.001773399,-0.007952432,0.01608347,0.0168025,-0.02507162,0.0867362,0.1277152,-0.180078,354.4502,1.828705,0.3081027,-0.005386629,-0.002009626,-0.0009795058,-0.00311883,-0.027368,0.01315627,0.05170236,-0.4940901,-0.04449813,352.3998,34.64638,9.696895,0.01275298,0.002098447,0.007600468,0.146319,-0.03538813,-0.01776119,0.1649426,-0.4960525,-0.06964363,6.06235,323.1384,0.3815689,
134.931,-0.005000187,0.001806671,-0.007614326,0.01300406,0.01611648,-0.02262798,0.08667466,0.1277384,-0.1801968,354.4429,1.807014,0.3230607,-0.004222321,-0.005334807,-0.002002886,0.01000194,-0.02055289,0.0342413,0.05157441,-0.4941476,-0.04457048,352.4185,34.66497,9.68787,0.01314213,-0.0006257059,0.01315382,0.1538392,-0.08125601,-0.07066271,0.1655169,-0.4955948,-0.06991935,6.122766,323.3112,0.5794958,
149.122,-0.004328968,0.002093563,-0.007129192,0.01209356,0.01458181,-0.01904463,0.08663276,0.1277715,-0.1802986,354.4315,1.806336,0.3293718,-0.003935973,-0.007012769,-0.004386023,0.03722575,-0.01564666,0.01447137,0.05149911,-0.4942512,-0.04463308,352.4186,34.69004,9.653849,0.01431048,0.001128941,0.01071852,0.02398369,-0.03405818,-0.005102496,0.1654422,-0.4958747,-0.06971613,6.098712,323.228,0.4217818,
